Assay	OlinkID	LOD	Missing_data	Below_LOD	Valid_data
LTA4H	OID50739	NA	0	0	1
LUZP2	OID50740	NA	0	0	1
LXN	OID50741	NA	0	0	1
LY75	OID50742	NA	0	0	1
LY9	OID50743	NA	0	0	1
LY96	OID50744	NA	0	0	1
MAD1L1	OID50745	NA	0	0	1
MAG	OID50746	NA	0	0	1
MAN1A2	OID50747	NA	0	0	1
MAP2K6	OID50748	NA	0	0	1
MAP4K5	OID50749	NA	0	0	1
MAPK9	OID50750	NA	0	0	1
MASP1	OID50751	NA	0	0	1
MATN3	OID50752	NA	0	0	1
MCF2L	OID50753	NA	0	0	1
MDGA1	OID50754	NA	0	0	1
MECR	OID50755	NA	0	0	1
MEP1A	OID50756	NA	0	0	1
METAP1D	OID50757	NA	0	0	1
METAP2	OID50758	NA	0	0	1
MICA_MICB	OID50759	NA	0	0	1
MKNK1	OID50760	NA	0	0	1
MLN	OID50761	NA	0	0	1
MME	OID50762	NA	0	0	1
MMP12	OID50763	NA	0	0	1
MOG	OID50764	NA	0	0	1
MORC3	OID50765	NA	0	0	1
MPP7	OID50766	NA	0	0	1
MS4A1	OID50767	NA	0	0	1
MSLN	OID50768	NA	0	0	1
MSTN	OID50769	NA	0	0	1
MTDH	OID50770	NA	0	0	1
MUC16	OID50771	NA	0	0	1
NAAA	OID50772	NA	0	0	1
NACC1	OID50773	NA	0	0	1
NAGA	OID50774	NA	0	0	1
NAGK	OID50775	NA	0	0	1
NAPRT	OID50776	NA	0	0	1
NCR1	OID50778	NA	0	0	1
NCR3LG1	OID50779	NA	0	0	1
NCS1	OID50780	NA	0	0	1
NDUFA5	OID50782	NA	0	0	1
NDUFB7	OID50783	NA	0	0	1
NEO1	OID50785	NA	0	0	1
NFAT5	OID50786	NA	0	0	1
NFATC1	OID50787	NA	0	0	1
NFU1	OID50788	NA	0	0	1
NHEJ1	OID50790	NA	0	0	1
NIT1	OID50791	NA	0	0	1
NMI	OID50792	NA	0	0	1
NPHS1	OID50793	NA	0	0	1
NPM1	OID50794	NA	0	0	1
NPPC	OID50795	NA	0	0	1
NPY	OID50796	NA	0	0	1
NT5C1A	OID50797	NA	0	0	1
NTF3	OID50798	NA	0	0	1
NUB1	OID50799	NA	0	0	1
NUCB2	OID50800	NA	0	0	1
NUDC	OID50801	NA	0	0	1
NUDCD3	OID50802	NA	0	0	1
NUMB	OID50803	NA	0	0	1
NXPH3	OID50804	NA	0	0	1
OBP2B	OID50805	NA	0	0	1
OCLN	OID50806	NA	0	0	1
OGA	OID50807	NA	0	0	1
OGFR	OID50808	NA	0	0	1
OSM	OID50809	NA	0	0	1
OTUD7B	OID50810	NA	0	0	1
PAEP	OID50811	NA	0	0	1
PAG1	OID50812	NA	0	0	1
PALM	OID50813	NA	0	0	1
PALM2	OID50814	NA	0	0	1
PBXIP1	OID50815	NA	0	0	1
PCBP2	OID50816	NA	0	0	1
PCDH12	OID50817	NA	0	0	1
PCDH7	OID50818	NA	0	0	1
PCDH9	OID50819	NA	0	0	1
PCDHB15	OID50820	NA	0	0	1
PCSK7	OID50821	NA	0	0	1
PDCD1	OID50822	NA	0	0	1
PDCD1LG2	OID50823	NA	0	0	1
PDZK1	OID50824	NA	0	0	1
PER3	OID50825	NA	0	0	1
PFKFB2	OID50826	NA	0	0	1
PGF	OID50827	NA	0	0	1
PGLYRP3	OID50828	NA	0	0	1
PHLDB1	OID50829	NA	0	0	1
PIK3AP1	OID50830	NA	0	0	1
PKD2	OID50831	NA	0	0	1
PLA2G10	OID50832	NA	0	0	1
PLXNA4	OID50833	NA	0	0	1
PNLIPRP1	OID50834	NA	0	0	1
POF1B	OID50835	NA	0	0	1
POLR2F	OID50836	NA	0	0	1
POMC	OID50837	NA	0	0	1
PON2	OID50838	NA	0	0	1
PPL	OID50839	NA	0	0	1
PPP2R5A	OID50840	NA	0	0	1
PRDX1	OID50841	NA	0	0	1
PRDX6	OID50842	NA	0	0	1
PRKAR2A	OID50843	NA	0	0	1
PROK1	OID50844	NA	0	0	1
PRRT3	OID50845	NA	0	0	1
PRTG	OID50846	NA	0	0	1
PSAPL1	OID50847	NA	0	0	1
PSIP1	OID50848	NA	0	0	1
PSMD1	OID50849	NA	0	0	1
PSMD9	OID50850	NA	0	0	1
PSME1	OID50851	NA	0	0	1
PSME2	OID50852	NA	0	0	1
PSMG3	OID50853	NA	0	0	1
PSMG4	OID50854	NA	0	0	1
PSPN	OID50855	NA	0	0	1
PSTPIP1	OID50856	NA	0	0	1
PTGES2	OID50857	NA	0	0	1
PTH	OID50858	NA	0	0	1
PTH1R	OID50859	NA	0	0	1
PTK7	OID50860	NA	0	0	1
PTPN1	OID50861	NA	0	0	1
PTPRN2	OID50863	NA	0	0	1
PTPRR	OID50864	NA	0	0	1
PYDC1	OID50865	NA	0	0	1
PYHIN1	OID50866	NA	0	0	1
RAB2B	OID50867	NA	0	0	1
RAB3IL1	OID50868	NA	0	0	1
RALB	OID50869	NA	0	0	1
RASGRP2	OID50870	NA	0	0	1
RBKS	OID50871	NA	0	0	1
RBPMS	OID50872	NA	0	0	1
RECK	OID50873	NA	0	0	1
REG3G	OID50874	NA	0	0	1
RET	OID50875	NA	0	0	1
RFC4	OID50876	NA	0	0	1
RGCC	OID50877	NA	0	0	1
RILP	OID50878	NA	0	0	1
RNF149	OID50879	NA	0	0	1
RPL14	OID50880	NA	0	0	1
RSPO1	OID50881	NA	0	0	1
RSPO3	OID50882	NA	0	0	1
RTBDN	OID50883	NA	0	0	1
RTN4R	OID50884	NA	0	0	1
S100A12	OID50885	NA	0	0	1
S100A13	OID50886	NA	0	0	1
S100A16	OID50887	NA	0	0	1
SAMD9L	OID50888	NA	0	0	1
SASH3	OID50889	NA	0	0	1
SCAMP3	OID50890	NA	0	0	1
SCARB2	OID50891	NA	0	0	1
SCG2	OID50892	NA	0	0	1
SCN4B	OID50893	NA	0	0	1
SCPEP1	OID50894	NA	0	0	1
SCRIB	OID50895	NA	0	0	1
SCRN1	OID50896	NA	0	0	1
SDHB	OID50897	NA	0	0	1
SEL1L	OID50898	NA	0	0	1
SEPTIN8	OID50899	NA	0	0	1
SERPINB4	OID50900	NA	0	0	1
SERPINB8	OID50901	NA	0	0	1
SERPINB9	OID50902	NA	0	0	1
SERPINI2	OID50903	NA	0	0	1
SETMAR	OID50904	NA	0	0	1
SEZ6	OID50905	NA	0	0	1
SEZ6L2	OID50906	NA	0	0	1
SH2D1A	OID50907	NA	0	0	1
SH3PXD2B	OID50908	NA	0	0	1
SIGLEC10	OID50909	NA	0	0	1
SIGLEC6	OID50910	NA	0	0	1
SIGLEC8	OID50911	NA	0	0	1
SIGLEC9	OID50912	NA	0	0	1
SIL1	OID50913	NA	0	0	1
SIRT2	OID50914	NA	0	0	1
SKAP1	OID50915	NA	0	0	1
SLA2	OID50916	NA	0	0	1
SLAMF7	OID50917	NA	0	0	1
SLITRK1	OID50918	NA	0	0	1
SLITRK2	OID50919	NA	0	0	1
SLITRK6	OID50920	NA	0	0	1
SLMAP	OID50921	NA	0	0	1
SMAD3	OID50922	NA	0	0	1
SMAD5	OID50923	NA	0	0	1
SNCG	OID50924	NA	0	0	1
SNED1	OID50925	NA	0	0	1
SNX5	OID50926	NA	0	0	1
SPINK6	OID50928	NA	0	0	1
SPOCK1	OID50929	NA	0	0	1
SPRR3	OID50930	NA	0	0	1
SRP14	OID50931	NA	0	0	1
SRPK2	OID50932	NA	0	0	1
ST3GAL1	OID50933	NA	0	0	1
STAMBP	OID50934	NA	0	0	1
STAT2	OID50935	NA	0	0	1
STK11	OID50936	NA	0	0	1
STX4	OID50937	NA	0	0	1
STX7	OID50938	NA	0	0	1
STX8	OID50939	NA	0	0	1
SULT2A1	OID50941	NA	0	0	1
SUSD4	OID50942	NA	0	0	1
SWAP70	OID50943	NA	0	0	1
SYT1	OID50944	NA	0	0	1
TACSTD2	OID50945	NA	0	0	1
TAFA5	OID50946	NA	0	0	1
TAX1BP1	OID50947	NA	0	0	1
TCERG1	OID50948	NA	0	0	1
TCL1A	OID50949	NA	0	0	1
TG	OID50950	NA	0	0	1
TGFA	OID50951	NA	0	0	1
TGFB1	OID50952	NA	0	0	1
TGFBR1	OID50953	NA	0	0	1
THPO	OID50954	NA	0	0	1
TLR1	OID50955	NA	0	0	1
TLR3	OID50956	NA	0	0	1
TMEM106A	OID50957	NA	0	0	1
TMEM25	OID50958	NA	0	0	1
TMPRSS11D	OID50959	NA	0	0	1
TMPRSS15	OID50960	NA	0	0	1
TMPRSS5	OID50961	NA	0	0	1
TNFAIP6	OID50962	NA	0	0	1
TNFRSF10A	OID50963	NA	0	0	1
TNFRSF10B	OID50964	NA	0	0	1
TNFRSF11A	OID50965	NA	0	0	1
TNFRSF19	OID50966	NA	0	0	1
TNFRSF6B	OID50967	NA	0	0	1
TNFRSF9	OID50968	NA	0	0	1
TNFSF11	OID50970	NA	0	0	1
TNFSF12	OID50971	NA	0	0	1
TNFSF14	OID50972	NA	0	0	1
TNIP1	OID50973	NA	0	0	1
TNR	OID50974	NA	0	0	1
TOP2B	OID50975	NA	0	0	1
TPSAB1	OID50976	NA	0	0	1
TRIAP1	OID50977	NA	0	0	1
TRIM21	OID50978	NA	0	0	1
TRIM25	OID50979	NA	0	0	1
TRIM5	OID50980	NA	0	0	1
TRIM58	OID50981	NA	0	0	1
TXLNA	OID50983	NA	0	0	1
UBAC1	OID50984	NA	0	0	1
UBE2B	OID50985	NA	0	0	1
UBL4A	OID50986	NA	0	0	1
RAET1L_ULBP2	OID50987	NA	0	0	1
UNG	OID50988	NA	0	0	1
USO1	OID50989	NA	0	0	1
USP8	OID50990	NA	0	0	1
VAMP8	OID50991	NA	0	0	1
VAV3	OID50993	NA	0	0	1
VEGFA	OID50994	NA	0	0	1
VEGFB	OID50995	NA	0	0	1
VEGFD	OID50996	NA	0	0	1
VGF	OID50997	NA	0	0	1
VNN2	OID50998	NA	0	0	1
VSIG10L	OID50999	NA	0	0	1
VSNL1	OID51000	NA	0	0	1
VWA1	OID51001	NA	0	0	1
VWC2	OID51002	NA	0	0	1
WASF3	OID51004	NA	0	0	1
WDR91	OID51005	NA	0	0	1
WIF1	OID51006	NA	0	0	1
WWP2	OID51007	NA	0	0	1
XCL1	OID51008	NA	0	0	1
YES1	OID51009	NA	0	0	1
YOD1	OID51010	NA	0	0	1
ZBP1	OID51011	NA	0	0	1
ZBTB17	OID51012	NA	0	0	1
ZER1	OID51013	NA	0	0	1
ZFAND2B	OID51014	NA	0	0	1
ACAN	OID51017	NA	0	0	1
ADAM8	OID51018	NA	0	0	1
ATOX1	OID51019	NA	0	0	1
C4BPB	OID51020	NA	0	0	1
CCL19	OID51021	NA	0	0	1
CCL2	OID51022	NA	0	0	1
CCL23	OID51023	NA	0	0	1
CCL4	OID51024	NA	0	0	1
CD33	OID51027	NA	0	0	1
CDH3	OID51029	NA	0	0	1
CLEC5A	OID51030	NA	0	0	1
CSF1	OID51034	NA	0	0	1
CTRC	OID51035	NA	0	0	1
CTSF	OID51036	NA	0	0	1
CXCL1	OID51037	NA	0	0	1
CXCL10	OID51038	NA	0	0	1
CXCL11	OID51039	NA	0	0	1
CXCL6	OID51041	NA	0	0	1
CXCL9	OID51042	NA	0	0	1
ENPP1	OID51043	NA	0	0	1
ERBB4	OID51045	NA	0	0	1
EZR	OID51047	NA	0	0	1
FGF19	OID51048	NA	0	0	1
FURIN	OID51049	NA	0	0	1
HEPH	OID51052	NA	0	0	1
IFNGR1	OID51053	NA	0	0	1
IL18	OID51054	NA	0	0	1
KDR	OID51055	NA	0	0	1
KITLG	OID51056	NA	0	0	1
KYAT1	OID51058	NA	0	0	1
L1CAM	OID51059	NA	0	0	1
LPL	OID51061	NA	0	0	1
MAP2K1	OID51062	NA	0	0	1
MELTF	OID51064	NA	0	0	1
MMP10	OID51066	NA	0	0	1
NCAN	OID51067	NA	0	0	1
NELL1	OID51068	NA	0	0	1
NPTXR	OID51070	NA	0	0	1
PRELP	OID51072	NA	0	0	1
PTPRB	OID51073	NA	0	0	1
PTPRZ1	OID51074	NA	0	0	1
ROBO2	OID51076	NA	0	0	1
S100A11	OID51077	NA	0	0	1
SIGLEC7	OID51078	NA	0	0	1
SMPD1	OID51079	NA	0	0	1
TIMP2	OID51082	NA	0	0	1
TNFRSF11B	OID51084	NA	0	0	1
TNFRSF13B	OID51085	NA	0	0	1
TNFSF13	OID51086	NA	0	0	1
ASPSCR1	OID51089	NA	0	0	1
DHPS	OID51090	NA	0	0	1
TIGAR	OID51091	NA	0	0	1
SNX29	OID51092	NA	0	0	1
CCK	OID51093	NA	0	0	1
DUT	OID51094	NA	0	0	1
NDRG1	OID51095	NA	0	0	1
PDGFC	OID51096	NA	0	0	1
TRIP11	OID51097	NA	0	0	1
CBS	OID51098	NA	0	0	1
PTPRK	OID51099	NA	0	0	1
DNAJB1	OID51100	NA	0	0	1
PPME1	OID51101	NA	0	0	1
ANKRD11	OID51102	NA	0	0	1
FHIT	OID51103	NA	0	0	1
