sample_index;forward_barcode;reverse_barcode;count
i3080;FB201797;RB201797;1744
i3080;FB200288;RB200288;2484
i3080;FB201954;RB201954;4892
i3080;FB200971;RB200971;2399
i3080;FB200547;RB200547;1891
i3080;FB201177;RB201177;960
i3080;FB202373;RB202373;1371
i3080;FB200417;RB200417;312
i3080;FB200978;RB200978;1104
i3080;FB200290;RB200290;133
i3080;FB203403;RB203403;4786
i3080;FB201500;RB201500;5471
i3080;FB202137;RB202137;2837
i3080;FB200229;RB200229;297
i3080;FB202193;RB202193;2428
i3080;FB201173;RB201173;1847
i3080;FB201636;RB201636;1490
i3080;FB200185;RB200185;1014
i3080;FB202612;RB202612;10296
i3080;FB202271;RB202271;2249
i3080;FB202085;RB202085;330
i3080;FB201265;RB201265;10159
i3080;FB201263;RB201263;33574
i3080;FB201219;RB201219;460
i3080;FB202662;RB202662;328
i3080;FB200698;RB200698;194
i3080;FB203285;RB203285;2210
i3080;FB200172;RB200172;247
i3080;FB201873;RB201873;456
i3080;FB200809;RB200809;1308
i3080;FB201370;RB201370;5615
i3080;FB202849;RB202849;156
i3080;FB202142;RB202142;859
i3080;FB201696;RB201696;4606
i3080;FB200621;RB200621;119
i3080;FB200009;RB200009;2176
i3080;FB202146;RB202146;3629
i3080;FB202596;RB202596;382
i3080;FB203194;RB203194;809
i3080;FB200176;RB200176;1039
i3080;FB202148;RB202148;5584
i3080;FB200070;RB200070;545
i3080;FB200223;RB200223;1738
i3080;FB202908;RB202908;9281
i3080;FB201751;RB201751;292
i3080;FB203037;RB203037;337
i3080;FB201359;RB201359;474
i3080;FB201757;RB201757;2468
i3080;FB203102;RB203102;409
i3080;FB200337;RB200337;7917
i3080;FB200886;RB200886;1183
i3080;FB200255;RB200255;140
i3080;FB201197;RB201197;1247
i3080;FB200770;RB200770;3436
i3080;FB201816;RB201816;1624
i3080;FB202450;RB202450;284
i3080;FB202157;RB202157;105
i3080;FB201869;RB201869;413
i3080;FB201984;RB201984;17711
i3080;FB200175;RB200175;7918
i3080;FB202098;RB202098;8956
i3080;FB202185;RB202185;328
i3080;FB201381;RB201381;5472
i3080;FB200237;RB200237;2125
i3080;FB203415;RB203415;1143
i3080;FB201274;RB201274;2895
i3080;FB202358;RB202358;3206
i3080;FB200430;RB200430;327
i3080;FB2IC010;RB2IC010;32256
i3080;FB200216;RB200216;12446
i3080;FB203278;RB203278;296
i3080;FB203205;RB203205;10822
i3080;FB200410;RB200410;4341
i3080;FB200343;RB200343;6154
i3080;FB200055;RB200055;1463
i3080;FB201715;RB201715;389
i3080;FB201122;RB201122;1390
i3080;FB200132;RB200132;423
i3080;FB202055;RB202055;2791
i3080;FB202584;RB202584;7734
i3080;FB201017;RB201017;111546
i3080;FB201591;RB201591;1663
i3080;FB200158;RB200158;1942
i3080;FB201894;RB201894;31132
i3080;FB202387;RB202387;1437
i3080;FB201549;RB201549;33282
i3080;FB201677;RB201677;14343
i3080;FB200419;RB200419;2325
i3080;FB201593;RB201593;3574
i3080;FB201985;RB201985;3968
i3080;FB201523;RB201523;7810
i3080;FB201008;RB201008;28934
i3080;FB201961;RB201961;4323
i3080;FB200797;RB200797;74716
i3080;FB201690;RB201690;6443
i3080;FB200753;RB200753;7199
i3080;FB203425;RB203425;55023
i3080;FB202046;RB202046;5178
i3080;FB201560;RB201560;637
i3080;FB203286;RB203286;2822
i3080;FB203421;RB203421;118
i3080;FB201721;RB201721;2677
i3080;FB200261;RB200261;1040
i3080;FB200432;RB200432;578
i3080;FB201763;RB201763;17278
i3080;FB201607;RB201607;5024
i3080;FB202571;RB202571;58
i3080;FB202043;RB202043;4768
i3080;FB202265;RB202265;1734
i3080;FB201953;RB201953;6349
i3080;FB200448;RB200448;6658
i3080;FB201444;RB201444;1780
i3080;FB201031;RB201031;8119
i3080;FB201671;RB201671;4001
i3080;FB201386;RB201386;3794
i3080;FB202495;RB202495;13767
i3080;FB201139;RB201139;4159
i3080;FB201346;RB201346;4092
i3080;FB200003;RB200003;2352
i3080;FB202220;RB202220;2313
i3080;FB201764;RB201764;492
i3080;FB202423;RB202423;435
i3080;FB200855;RB200855;1699
i3080;FB201692;RB201692;3988
i3080;FB201277;RB201277;472
i3080;FB201169;RB201169;1253
i3080;FB201575;RB201575;17002
i3080;FB201647;RB201647;1838
i3080;FB201520;RB201520;4807
i3080;FB200401;RB200401;93
i3080;FB200258;RB200258;794
i3080;FB201294;RB201294;2072
i3080;FB200863;RB200863;22115
i3080;FB201510;RB201510;1214
i3080;FB200129;RB200129;688
i3080;FB202351;RB202351;380
i3080;FB202183;RB202183;3427
i3080;FB200114;RB200114;568
i3080;FB202435;RB202435;637
i3080;FB200096;RB200096;228
i3080;FB201033;RB201033;30892
i3080;FB201376;RB201376;2621
i3080;FB201570;RB201570;22591
i3080;FB203431;RB203431;2812
i3080;FB202096;RB202096;3622
i3080;FB201697;RB201697;6517
i3080;FB201280;RB201280;423
i3080;FB202003;RB202003;344
i3080;FB200534;RB200534;67900
i3080;FB200240;RB200240;886
i3080;FB200477;RB200477;248
i3080;FB202371;RB202371;14011
i3080;FB201942;RB201942;4868
i3080;FB202216;RB202216;502
i3080;FB202440;RB202440;27946
i3080;FB202526;RB202526;155
i3080;FB201325;RB201325;3965
i3080;FB201822;RB201822;53639
i3080;FB201092;RB201092;4332
i3080;FB200872;RB200872;68593
i3080;FB201279;RB201279;21080
i3080;FB200338;RB200338;718
i3080;FB201009;RB201009;2289
i3080;FB202826;RB202826;614
i3080;FB202214;RB202214;2553
i3080;FB202615;RB202615;14933
i3080;FB201829;RB201829;10449
i3080;FB201912;RB201912;4955
i3080;FB201379;RB201379;14404
i3080;FB200603;RB200603;1015
i3080;FB200811;RB200811;610
i3080;FB200688;RB200688;626
i3080;FB201341;RB201341;981
i3080;FB201820;RB201820;16069
i3080;FB200180;RB200180;968
i3080;FB200171;RB200171;563
i3080;FB202547;RB202547;4861
i3080;FB200394;RB200394;381
i3080;FB201849;RB201849;791
i3080;FB201428;RB201428;4124
i3080;FB200803;RB200803;1184
i3080;FB203227;RB203227;403
i3080;FB201809;RB201809;2005
i3080;FB201839;RB201839;3303
i3080;FB200614;RB200614;683
i3080;FB202282;RB202282;485
i3080;FB200663;RB200663;193607
i3080;FB204469;RB204469;19097
i3080;FB200420;RB200420;11098
i3080;FB200347;RB200347;184
i3080;FB201883;RB201883;5127
i3080;FB200794;RB200794;644
i3080;FB203394;RB203394;1945
i3080;FB201640;RB201640;40610
i3080;FB202230;RB202230;615
i3080;FB202661;RB202661;117
i3080;FB200211;RB200211;988
i3080;FB202955;RB202955;2787
i3080;FB201678;RB201678;962
i3080;FB202293;RB202293;1604
i3080;FB200661;RB200661;3744
i3080;FB201142;RB201142;7613
i3080;FB201186;RB201186;5163
i3080;FB202635;RB202635;45762
i3080;FB201348;RB201348;1493
i3080;FB200167;RB200167;1801
i3080;FB201545;RB201545;1032
i3080;FB202447;RB202447;274
i3080;FB201416;RB201416;1100
i3080;FB200160;RB200160;795
i3080;FB200882;RB200882;530
i3080;FB200539;RB200539;1883
i3080;FB200115;RB200115;3456
i3080;FB202768;RB202768;3418
i3080;FB201283;RB201283;6928
i3080;FB202488;RB202488;326
i3080;FB201384;RB201384;2396
i3080;FB202515;RB202515;897
i3080;FB201703;RB201703;232
i3080;FB202528;RB202528;1646
i3080;FB201801;RB201801;4046
i3080;FB201733;RB201733;14868
i3080;FB202242;RB202242;93
i3080;FB200599;RB200599;10679
i3080;FB200930;RB200930;117250
i3080;FB202088;RB202088;5006
i3080;FB200787;RB200787;2780
i3080;FB201347;RB201347;1444
i3080;FB202963;RB202963;1895
i3080;FB200029;RB200029;1427
i3080;FB201273;RB201273;1338
i3080;FB203168;RB203168;94
i3080;FB201475;RB201475;3397
i3080;FB201943;RB201943;2857
i3080;FB201708;RB201708;13772
i3080;FB201863;RB201863;1295
i3080;FB200235;RB200235;42
i3080;FB201340;RB201340;3141
i3080;FB201459;RB201459;4096
i3080;FB201635;RB201635;4252
i3080;FB201453;RB201453;4092
i3080;FB200699;RB200699;398
i3080;FB201287;RB201287;3155
i3080;FB201233;RB201233;5376
i3080;FB201789;RB201789;1673
i3080;FB200273;RB200273;1015
i3080;FB200209;RB200209;943
i3080;FB200135;RB200135;464
i3080;FB200947;RB200947;134
i3080;FB201867;RB201867;2088
i3080;FB201612;RB201612;2633
i3080;FB201433;RB201433;10506
i3080;FB201136;RB201136;1199
i3080;FB202375;RB202375;2777
i3080;FB201633;RB201633;2039
i3080;FB200089;RB200089;429
i3080;FB201409;RB201409;3011
i3080;FB200687;RB200687;1275
i3080;FB200483;RB200483;1797
i3080;FB200034;RB200034;512
i3080;FB200002;RB200002;161
i3080;FB200280;RB200280;412
i3080;FB201203;RB201203;1542
i3080;FB201172;RB201172;5175
i3080;FB201103;RB201103;1728
i3080;FB202694;RB202694;93
i3080;FB201064;RB201064;453
i3080;FB200833;RB200833;382
i3080;FB201793;RB201793;172
i3080;FB200640;RB200640;5351
i3080;FB202192;RB202192;4675
i3080;FB201705;RB201705;4018
i3080;FB201345;RB201345;1677
i3080;FB202620;RB202620;3328
i3080;FB200168;RB200168;473
i3080;FB200445;RB200445;2754
i3080;FB201372;RB201372;4518
i3080;FB200306;RB200306;3372
i3080;FB203341;RB203341;367
i3080;FB201730;RB201730;2589
i3080;FB201196;RB201196;2808
i3080;FB201539;RB201539;1649
i3080;FB202722;RB202722;4201
i3080;FB201517;RB201517;1664
i3080;FB201067;RB201067;35312
i3080;FB200080;RB200080;450
i3080;FB200161;RB200161;178
i3080;FB203340;RB203340;1532
i3080;FB202475;RB202475;2542
i3080;FB201727;RB201727;1033
i3080;FB201238;RB201238;3724
i3080;FB201244;RB201244;21988
i3080;FB200174;RB200174;6157
i3080;FB200107;RB200107;5308
i3080;FB200681;RB200681;1155
i3080;FB200182;RB200182;2806
i3080;FB203218;RB203218;2054
i3080;FB200366;RB200366;437
i3080;FB201896;RB201896;1284
i3080;FB201004;RB201004;67985
i3080;FB200276;RB200276;356
i3080;FB202586;RB202586;840
i3080;FB201211;RB201211;1086
i3080;FB202574;RB202574;100
i3080;FB201814;RB201814;1769
i3080;FB201893;RB201893;2625
i3080;FB202613;RB202613;1225
i3080;FB201567;RB201567;11883
i3080;FB201236;RB201236;14987
i3080;FB201516;RB201516;9606
i3080;FB203250;RB203250;641
i3080;FB202603;RB202603;349
i3080;FB202112;RB202112;350
i3080;FB200110;RB200110;693
i3080;FB203275;RB203275;2016
i3080;FB201716;RB201716;5626
i3080;FB201723;RB201723;4876
i3080;FB201741;RB201741;15893
i3080;FB202797;RB202797;676
i3080;FB200126;RB200126;28
i3080;FB201957;RB201957;4260
i3080;FB202393;RB202393;147
i3080;FB200370;RB200370;448
i3080;FB201383;RB201383;6039
i3080;FB200994;RB200994;1549
i3080;FB201434;RB201434;2211
i3080;FB203377;RB203377;157
i3080;FB201768;RB201768;1067
i3080;FB203226;RB203226;1628
i3080;FB202754;RB202754;127
i3080;FB201068;RB201068;30177
i3080;FB200206;RB200206;1362
i3080;FB202015;RB202015;4635
i3080;FB202027;RB202027;9004
i3080;FB202314;RB202314;50968
i3080;FB202941;RB202941;4364
i3080;FB202701;RB202701;1436
i3080;FB201524;RB201524;6196
i3080;FB202542;RB202542;142
i3080;FB202674;RB202674;6984
i3080;FB200391;RB200391;2404
i3080;FB200931;RB200931;720
i3080;FB200465;RB200465;769
i3080;FB201988;RB201988;3276
i3080;FB200006;RB200006;416
i3080;FB202262;RB202262;3882
i3080;FB200670;RB200670;743
i3080;FB201675;RB201675;3604
i3080;FB202094;RB202094;1311
i3080;FB202104;RB202104;1051
i3080;FB201247;RB201247;13697
i3080;FB202472;RB202472;564
i3080;FB203233;RB203233;801
i3080;FB201599;RB201599;2410
i3080;FB202565;RB202565;168
i3080;FB201472;RB201472;12181
i3080;FB202196;RB202196;949
i3080;FB200314;RB200314;537
i3080;FB202269;RB202269;289
i3080;FB200517;RB200517;640
i3080;FB201487;RB201487;4112
i3080;FB203115;RB203115;201
i3080;FB201406;RB201406;323
i3080;FB202486;RB202486;3090
i3080;FB202189;RB202189;1062
i3080;FB202599;RB202599;136
i3080;FB202783;RB202783;843
i3080;FB200490;RB200490;60668
i3080;FB202412;RB202412;1374
i3080;FB200351;RB200351;777
i3080;FB201800;RB201800;406
i3080;FB201621;RB201621;5594
i3080;FB200983;RB200983;27616
i3080;FB201551;RB201551;5709
i3080;FB201884;RB201884;1438
i3080;FB202979;RB202979;6061
i3080;FB200873;RB200873;49241
i3080;FB201558;RB201558;783
i3080;FB202049;RB202049;20996
i3080;FB202136;RB202136;384
i3080;FB201656;RB201656;1558
i3080;FB201285;RB201285;20819
i3080;FB202449;RB202449;322
i3080;FB202149;RB202149;2023
i3080;FB200636;RB200636;90
i3080;FB201183;RB201183;7959
i3080;FB200119;RB200119;9417
i3080;FB201691;RB201691;378
i3080;FB202125;RB202125;3739
i3080;FB202022;RB202022;3976
i3080;FB201844;RB201844;1248
i3080;FB202158;RB202158;550
i3080;FB202729;RB202729;785
i3080;FB200238;RB200238;27492
i3080;FB201939;RB201939;1309
i3080;FB203528;RB203528;927
i3080;FB201717;RB201717;3943
i3080;FB201949;RB201949;5777
i3080;FB201408;RB201408;15757
i3080;FB201402;RB201402;341
i3080;FB202140;RB202140;2201
i3080;FB202549;RB202549;336
i3080;FB201648;RB201648;497
i3080;FB202291;RB202291;9352
i3080;FB202684;RB202684;1709
i3080;FB201403;RB201403;1421
i3080;FB202477;RB202477;12113
i3080;FB201016;RB201016;199
i3080;FB202252;RB202252;315
i3080;FB201364;RB201364;5440
i3080;FB200098;RB200098;2133
i3080;FB201932;RB201932;12093
i3080;FB200729;RB200729;87444
i3080;FB203201;RB203201;5113
i3080;FB202011;RB202011;5169
i3080;FB200739;RB200739;2582
i3080;FB201657;RB201657;8221
i3080;FB200156;RB200156;387
i3080;FB200807;RB200807;522
i3080;FB202154;RB202154;2703
i3080;FB202064;RB202064;1974
i3080;FB200214;RB200214;1159
i3080;FB203329;RB203329;696
i3080;FB200849;RB200849;3253
i3080;FB201734;RB201734;943
i3080;FB202310;RB202310;1285
i3080;FB202804;RB202804;252
i3080;FB200845;RB200845;5750
i3080;FB200867;RB200867;2266
i3080;FB201389;RB201389;10263
i3080;FB202143;RB202143;6859
i3080;FB202114;RB202114;3935
i3080;FB200589;RB200589;1362
i3080;FB201583;RB201583;533
i3080;FB200222;RB200222;216
i3080;FB200076;RB200076;2725
i3080;FB201431;RB201431;19314
i3080;FB202175;RB202175;1032
i3080;FB200908;RB200908;34761
i3080;FB200328;RB200328;271
i3080;FB200221;RB200221;2066
i3080;FB201099;RB201099;8032
i3080;FB202191;RB202191;1788
i3080;FB201623;RB201623;508
i3080;FB201998;RB201998;741
i3080;FB201804;RB201804;4029
i3080;FB202720;RB202720;562
i3080;FB201749;RB201749;31812
i3080;FB201724;RB201724;570
i3080;FB201234;RB201234;14394
i3080;FB201538;RB201538;313
i3080;FB201609;RB201609;5780
i3080;FB201905;RB201905;1624
i3080;FB200031;RB200031;1897
i3080;FB202445;RB202445;584
i3080;FB203208;RB203208;563
i3080;FB201813;RB201813;194
i3080;FB201145;RB201145;2825
i3080;FB201393;RB201393;6947
i3080;FB201865;RB201865;1955
i3080;FB200274;RB200274;4378
i3080;FB201430;RB201430;128
i3080;FB200985;RB200985;650
i3080;FB201597;RB201597;4075
i3080;FB201394;RB201394;164
i3080;FB202897;RB202897;4509
i3080;FB201935;RB201935;4122
i3080;FB202263;RB202263;400
i3080;FB201613;RB201613;2595
i3080;FB201550;RB201550;2562
i3080;FB202733;RB202733;1776
i3080;FB202153;RB202153;3165
i3080;FB202460;RB202460;2962
i3080;FB201411;RB201411;4489
i3080;FB202422;RB202422;2103
i3080;FB202739;RB202739;12528
i3080;FB201919;RB201919;7221
i3080;FB200082;RB200082;985
i3080;FB202404;RB202404;3475
i3080;FB201390;RB201390;3551
i3080;FB201909;RB201909;4700
i3080;FB201886;RB201886;4440
i3080;FB203419;RB203419;209
i3080;FB203396;RB203396;603
i3080;FB201242;RB201242;7292
i3080;FB201835;RB201835;3506
i3080;FB201926;RB201926;3791
i3080;FB202287;RB202287;60
i3080;FB202019;RB202019;15553
i3080;FB200591;RB200591;286
i3080;FB200024;RB200024;218
i3080;FB201321;RB201321;359
i3080;FB203223;RB203223;323
i3080;FB202421;RB202421;158
i3080;FB201833;RB201833;5187
i3080;FB202080;RB202080;463
i3080;FB201468;RB201468;509
i3080;FB201120;RB201120;835
i3080;FB202428;RB202428;1627
i3080;FB201299;RB201299;1399
i3080;FB200996;RB200996;1821
i3080;FB200056;RB200056;1167
i3080;FB203131;RB203131;11287
i3080;FB200973;RB200973;110
i3080;FB201735;RB201735;1637
i3080;FB202091;RB202091;6879
i3080;FB202062;RB202062;4780
i3080;FB202668;RB202668;898
i3080;FB202044;RB202044;10631
i3080;FB202038;RB202038;11606
i3080;FB201795;RB201795;1674
i3080;FB201686;RB201686;3602
i3080;FB201546;RB201546;38870
i3080;FB200869;RB200869;50056
i3080;FB201160;RB201160;5389
i3080;FB202014;RB202014;14050
i3080;FB202791;RB202791;7295
i3080;FB201477;RB201477;29065
i3080;FB200609;RB200609;3443
i3080;FB201578;RB201578;986
i3080;FB200478;RB200478;3122
i3080;FB200381;RB200381;1164
i3080;FB200744;RB200744;276
i3080;FB201226;RB201226;8826
i3080;FB201941;RB201941;510
i3080;FB201729;RB201729;2538
i3080;FB201719;RB201719;1913
i3080;FB200272;RB200272;138
i3080;FB201689;RB201689;968
i3080;FB200474;RB200474;3339
i3080;FB201505;RB201505;4406
i3080;FB201850;RB201850;635
i3080;FB203987;RB203987;2996
i3080;FB201097;RB201097;195
i3080;FB200144;RB200144;998
i3080;FB202489;RB202489;2691
i3080;FB203094;RB203094;1507
i3080;FB200077;RB200077;710
i3080;FB201565;RB201565;38024
i3080;FB200709;RB200709;214
i3080;FB200041;RB200041;500
i3080;FB202150;RB202150;229
i3080;FB202110;RB202110;8575
i3080;FB201955;RB201955;1550
i3080;FB200163;RB200163;341
i3080;FB200136;RB200136;116
i3080;FB200906;RB200906;4509
i3080;FB201293;RB201293;6966
i3080;FB201785;RB201785;215
i3080;FB202792;RB202792;533
i3080;FB201586;RB201586;1573
i3080;FB202118;RB202118;1303
i3080;FB200438;RB200438;15773
i3080;FB201118;RB201118;5862
i3080;FB200610;RB200610;1470
i3080;FB200294;RB200294;183
i3080;FB200507;RB200507;322
i3080;FB202165;RB202165;1858
i3080;FB203336;RB203336;1790
i3080;FB202177;RB202177;2610
i3080;FB201712;RB201712;6595
i3080;FB200150;RB200150;335
i3080;FB202753;RB202753;35
i3080;FB201224;RB201224;11133
i3080;FB200436;RB200436;124
i3080;FB201915;RB201915;4899
i3080;FB200718;RB200718;347
i3080;FB201728;RB201728;37749
i3080;FB203390;RB203390;2175
i3080;FB201447;RB201447;2978
i3080;FB203414;RB203414;4750
i3080;FB202163;RB202163;1860
i3080;FB200021;RB200021;2658
i3080;FB202078;RB202078;7855
i3080;FB203065;RB203065;3230
i3080;FB200761;RB200761;904
i3080;FB201312;RB201312;4479
i3080;FB201700;RB201700;961
i3080;FB201059;RB201059;502
i3080;FB202031;RB202031;3221
i3080;FB201746;RB201746;9041
i3080;FB201181;RB201181;4195
i3080;FB205515;RB205515;524862
i3080;FB205516;RB205516;20082
i3080;FB205517;RB205517;13702
i3080;FB205518;RB205518;30681
i3080;FB205519;RB205519;9941
i3080;FB205520;RB205520;24760
i3080;FB205521;RB205521;10323
i3080;FB205522;RB205522;2510
i3080;FB205523;RB205523;11862
i3080;FB205524;RB205524;57387
i3080;FB205525;RB205525;52362
i3080;FB205526;RB205526;14757
i3080;FB205527;RB205527;5408
i3081;FB201772;RB201772;17991
i3081;FB201507;RB201507;3657
i3081;FB203264;RB203264;1276
i3081;FB200972;RB200972;67284
i3081;FB201397;RB201397;3065
i3081;FB202538;RB202538;281
i3081;FB203089;RB203089;1294
i3081;FB201251;RB201251;7572
i3081;FB201778;RB201778;326
i3081;FB201782;RB201782;1670
i3081;FB201537;RB201537;13815
i3081;FB200755;RB200755;21503
i3081;FB202020;RB202020;171
i3081;FB200489;RB200489;1764
i3081;FB201706;RB201706;6096
i3081;FB201259;RB201259;1966
i3081;FB201461;RB201461;14409
i3081;FB200735;RB200735;67324
i3081;FB202726;RB202726;645
i3081;FB202068;RB202068;13135
i3081;FB201363;RB201363;10350
i3081;FB202581;RB202581;3044
i3081;FB201135;RB201135;34931
i3081;FB201566;RB201566;941
i3081;FB201824;RB201824;1095
i3081;FB200564;RB200564;577
i3081;FB203249;RB203249;3819
i3081;FB201366;RB201366;26495
i3081;FB200266;RB200266;52037
i3081;FB201738;RB201738;286
i3081;FB200617;RB200617;3674
i3081;FB201780;RB201780;882
i3081;FB200725;RB200725;3024
i3081;FB201494;RB201494;2686
i3081;FB201531;RB201531;8507
i3081;FB201796;RB201796;334
i3081;FB202405;RB202405;243
i3081;FB201199;RB201199;10840
i3081;FB200502;RB200502;139
i3081;FB201999;RB201999;9428
i3081;FB200396;RB200396;3136
i3081;FB200007;RB200007;53
i3081;FB200245;RB200245;757
i3081;FB200265;RB200265;883
i3081;FB202407;RB202407;1782
i3081;FB202663;RB202663;391
i3081;FB201257;RB201257;44923
i3081;FB201162;RB201162;7926
i3081;FB202579;RB202579;1952
i3081;FB200992;RB200992;1191
i3081;FB203364;RB203364;1190
i3081;FB202169;RB202169;2777
i3081;FB200298;RB200298;873
i3081;FB200563;RB200563;591
i3081;FB202465;RB202465;1543
i3081;FB200120;RB200120;93
i3081;FB201683;RB201683;3169
i3081;FB202570;RB202570;15706
i3081;FB201501;RB201501;6535
i3081;FB201655;RB201655;9676
i3081;FB202857;RB202857;3980
i3081;FB202079;RB202079;1290
i3081;FB201616;RB201616;12066
i3081;FB200402;RB200402;14062
i3081;FB201239;RB201239;2597
i3081;FB202994;RB202994;2354
i3081;FB200702;RB200702;3299
i3081;FB201878;RB201878;431
i3081;FB201077;RB201077;282
i3081;FB200741;RB200741;6529
i3081;FB201062;RB201062;16498
i3081;FB203293;RB203293;1051
i3081;FB203328;RB203328;545
i3081;FB200616;RB200616;748
i3081;FB200919;RB200919;680
i3081;FB200038;RB200038;339
i3081;FB200531;RB200531;434
i3081;FB202534;RB202534;16875
i3081;FB200017;RB200017;2486
i3081;FB201950;RB201950;1057
i3081;FB2IC031;RB2IC031;7016
i3081;FB201515;RB201515;4697
i3081;FB204214;RB204214;1031
i3081;FB202518;RB202518;599
i3081;FB201230;RB201230;1710
i3081;FB201407;RB201407;3962
i3081;FB202710;RB202710;5606
i3081;FB203327;RB203327;1284
i3081;FB200742;RB200742;16922
i3081;FB203319;RB203319;3059
i3081;FB201860;RB201860;2603
i3081;FB200850;RB200850;862
i3081;FB202776;RB202776;3217
i3081;FB201161;RB201161;990
i3081;FB201592;RB201592;5278
i3081;FB200601;RB200601;501
i3081;FB202103;RB202103;2321
i3081;FB203241;RB203241;1483
i3081;FB200623;RB200623;2863
i3081;FB201110;RB201110;10071
i3081;FB202860;RB202860;1201
i3081;FB200665;RB200665;17252
i3081;FB201313;RB201313;4620
i3081;FB202909;RB202909;88173
i3081;FB200279;RB200279;288
i3081;FB201128;RB201128;38283
i3081;FB200325;RB200325;1960
i3081;FB202006;RB202006;158
i3081;FB202070;RB202070;180
i3081;FB201541;RB201541;2757
i3081;FB201032;RB201032;2724
i3081;FB202059;RB202059;32506
i3081;FB202054;RB202054;44710
i3081;FB201193;RB201193;22927
i3081;FB200839;RB200839;602
i3081;FB200065;RB200065;13801
i3081;FB202471;RB202471;889
i3081;FB200103;RB200103;8899
i3081;FB201503;RB201503;3722
i3081;FB201378;RB201378;3146
i3081;FB201981;RB201981;948
i3081;FB201880;RB201880;5119
i3081;FB201256;RB201256;1508
i3081;FB201667;RB201667;27131
i3081;FB201184;RB201184;9460
i3081;FB200764;RB200764;3429
i3081;FB200063;RB200063;1836
i3081;FB201245;RB201245;13635
i3081;FB200789;RB200789;14105
i3081;FB200319;RB200319;913
i3081;FB202060;RB202060;1097
i3081;FB200066;RB200066;2722
i3081;FB201352;RB201352;15303
i3081;FB203333;RB203333;825
i3081;FB201201;RB201201;815
i3081;FB200530;RB200530;1381
i3081;FB200473;RB200473;1080
i3081;FB201522;RB201522;722
i3081;FB200717;RB200717;969
i3081;FB200149;RB200149;246
i3081;FB202013;RB202013;1266
i3081;FB201025;RB201025;1516
i3081;FB201010;RB201010;5651
i3081;FB203365;RB203365;7959
i3081;FB201654;RB201654;7441
i3081;FB203314;RB203314;1886
i3081;FB201714;RB201714;25145
i3081;FB201900;RB201900;7056
i3081;FB201458;RB201458;13948
i3081;FB202161;RB202161;772
i3081;FB201246;RB201246;4784
i3081;FB201808;RB201808;1465
i3081;FB200937;RB200937;23476
i3081;FB201151;RB201151;1586
i3081;FB201913;RB201913;9624
i3081;FB201557;RB201557;23601
i3081;FB201442;RB201442;53849
i3081;FB200383;RB200383;421
i3081;FB201254;RB201254;1176
i3081;FB201441;RB201441;1801
i3081;FB201603;RB201603;2554
i3081;FB202951;RB202951;3110
i3081;FB202698;RB202698;2244
i3081;FB201620;RB201620;8754
i3081;FB200518;RB200518;1138
i3081;FB200446;RB200446;5652
i3081;FB201871;RB201871;1466
i3081;FB200049;RB200049;1384
i3081;FB201577;RB201577;10020
i3081;FB200954;RB200954;1010
i3081;FB201499;RB201499;2831
i3081;FB201380;RB201380;1309
i3081;FB201292;RB201292;10542
i3081;FB201562;RB201562;3202
i3081;FB200690;RB200690;1917
i3081;FB202089;RB202089;8806
i3081;FB201684;RB201684;4973
i3081;FB201131;RB201131;7939
i3081;FB203075;RB203075;1240
i3081;FB201569;RB201569;7287
i3081;FB202045;RB202045;2539
i3081;FB201231;RB201231;4412
i3081;FB201688;RB201688;10076
i3081;FB202419;RB202419;2200
i3081;FB203292;RB203292;927
i3081;FB202159;RB202159;2592
i3081;FB202977;RB202977;27756
i3081;FB201972;RB201972;4233
i3081;FB201165;RB201165;2485
i3081;FB200010;RB200010;17674
i3081;FB201476;RB201476;67448
i3081;FB201252;RB201252;1244
i3081;FB201910;RB201910;1535
i3081;FB201174;RB201174;2160
i3081;FB202641;RB202641;491
i3081;FB200684;RB200684;301
i3081;FB202457;RB202457;603
i3081;FB200804;RB200804;795
i3081;FB200078;RB200078;1072
i3081;FB202767;RB202767;103
i3081;FB201784;RB201784;1124
i3081;FB200920;RB200920;1881
i3081;FB200834;RB200834;751
i3081;FB202086;RB202086;3056
i3081;FB202277;RB202277;1079
i3081;FB200805;RB200805;1321
i3081;FB202947;RB202947;496
i3081;FB202500;RB202500;180
i3081;FB200491;RB200491;3537
i3081;FB202145;RB202145;6764
i3081;FB200253;RB200253;1741
i3081;FB202883;RB202883;5423
i3081;FB201811;RB201811;4505
i3081;FB201843;RB201843;14143
i3081;FB202677;RB202677;1285
i3081;FB200044;RB200044;4733
i3081;FB201288;RB201288;6414
i3081;FB200233;RB200233;2991
i3081;FB201634;RB201634;477
i3081;FB201275;RB201275;5921
i3081;FB201066;RB201066;55236
i3081;FB202356;RB202356;729
i3081;FB203004;RB203004;10136
i3081;FB201208;RB201208;8350
i3081;FB201388;RB201388;2741
i3081;FB200281;RB200281;1052
i3081;FB201225;RB201225;12031
i3081;FB200106;RB200106;1210
i3081;FB201249;RB201249;1669
i3081;FB201588;RB201588;4739
i3081;FB201590;RB201590;6721
i3081;FB201962;RB201962;4674
i3081;FB203056;RB203056;2216
i3081;FB201898;RB201898;1799
i3081;FB202111;RB202111;3570
i3081;FB201496;RB201496;5792
i3081;FB202523;RB202523;5025
i3081;FB201858;RB201858;2646
i3081;FB201036;RB201036;4501
i3081;FB201319;RB201319;13982
i3081;FB202670;RB202670;1484
